ID,name,value
Student72,M0043,1
Student72,M0203,1
Student72,M0204,1
Student72,M0206,0
Student72,M0208,0
Student72,M0209,0
Student72,M0210,0
Student72,M0212,1
Student72,M0217,1
Student72,M0219,1
Student72,M0301,0
Student72,M0302,0
Student72,M0303,1
Student72,M0304,0
Student72,M0305,0
Student72,M0306,1
Student73,D0002,0
Student73,D0003,0
Student73,D0005,1
Student73,M0003,1
Student73,M0004,1
Student73,M0006,1
Student73,M0007,1
Student73,M0009,1
Student73,M0010,1
Student73,M0011,0
Student73,M0012,1
Student73,M0016,1
Student73,M0017,0
Student73,M0018,1
Student73,M0019,1
Student73,M0020,1
Student73,M0023,1
Student73,M0025,1
Student73,M0027,1
Student73,M0029,1
Student73,M0030,1
Student73,M0031,1
Student73,M0036,1
Student73,M0037,1
Student73,M0038,0
Student73,M0039,1
Student73,M0040,1
Student73,M0041,1
Student73,M0042,1
Student73,M0043,1
Student73,M0203,1
Student73,M0204,0
Student73,M0206,1
Student73,M0208,1
Student73,M0209,1
Student73,M0210,1
Student73,M0212,0
Student73,M0217,0
Student73,M0219,1
Student73,M0301,1
Student73,M0302,0
Student73,M0303,1
Student73,M0304,0
Student73,M0305,0
Student73,M0306,1
Student74,D0002,0
Student74,D0003,0
Student74,D0005,1
Student74,M0003,1
Student74,M0004,1
Student74,M0006,1
Student74,M0007,0
Student74,M0009,0
Student74,M0010,0
Student74,M0011,1
Student74,M0012,0
Student74,M0016,1
Student74,M0017,1
Student74,M0018,1
Student74,M0019,1
Student74,M0020,1
Student74,M0023,0
Student74,M0025,1
Student74,M0027,0
Student74,M0029,0
Student74,M0030,0
Student74,M0031,0
Student74,M0036,0
Student74,M0037,0
Student74,M0038,1
Student74,M0039,1
Student74,M0040,0
Student74,M0041,1
Student74,M0042,0
Student74,M0043,0
Student74,M0203,0
Student74,M0204,0
Student74,M0206,1
Student74,M0208,0
Student74,M0209,0
Student74,M0210,1
Student74,M0212,0
Student74,M0217,0
Student74,M0219,1
Student74,M0301,1
Student74,M0302,0
Student74,M0303,0
Student74,M0304,0
Student74,M0305,0
Student74,M0306,0
Student75,D0002,0
Student75,D0003,1
Student75,D0005,1
Student75,M0003,1
Student75,M0004,0
Student75,M0006,1
Student75,M0007,1
Student75,M0009,1
Student75,M0010,1
Student75,M0011,1
Student75,M0012,1
Student75,M0016,1
Student75,M0017,0
Student75,M0018,1
Student75,M0019,1
Student75,M0020,1
Student75,M0023,1
Student75,M0025,1
Student75,M0027,1
Student75,M0029,1
Student75,M0030,1
Student75,M0031,1
Student75,M0036,1
Student75,M0037,1
Student75,M0038,1
Student75,M0039,0
Student75,M0040,0
Student75,M0041,1
Student75,M0042,1
Student75,M0043,0
Student75,M0203,1
Student75,M0204,0
Student75,M0206,0
Student75,M0208,1
Student75,M0209,1
Student75,M0210,0
Student75,M0212,1
Student75,M0217,1
Student75,M0219,0
Student75,M0301,1
Student75,M0302,1
Student75,M0303,1
Student75,M0304,1
Student75,M0305,1
Student75,M0306,0
Student76,D0002,1
Student76,D0003,0
Student76,D0005,1
Student76,M0003,1
Student76,M0004,0
Student76,M0006,1
Student76,M0007,1
Student76,M0009,1
Student76,M0010,1
Student76,M0011,0
Student76,M0012,0
Student76,M0016,1
Student76,M0017,1
Student76,M0018,0
Student76,M0019,0
Student76,M0020,1
Student76,M0023,0
Student76,M0025,1
Student76,M0027,1
Student76,M0029,0
Student76,M0030,0
Student76,M0031,0
Student76,M0036,0
Student76,M0037,1
Student76,M0038,0
Student76,M0039,1
Student76,M0040,0
Student76,M0041,1
Student76,M0042,0
Student76,M0043,1
Student76,M0203,1
Student76,M0204,1
Student76,M0206,1
Student76,M0208,1
Student76,M0209,1
Student76,M0210,0
Student76,M0212,1
Student76,M0217,1
Student76,M0219,1
Student76,M0301,0
Student76,M0302,0
Student76,M0303,0
Student76,M0304,0
Student76,M0305,0
Student76,M0306,0
Student77,D0002,1
Student77,D0003,0
Student77,D0005,1
Student77,M0003,1
Student77,M0004,0
Student77,M0006,1
Student77,M0007,1
Student77,M0009,0
Student77,M0010,1
Student77,M0011,0
Student77,M0012,1
Student77,M0016,0
Student77,M0017,1
Student77,M0018,1
Student77,M0019,1
Student77,M0020,1
Student77,M0023,1
Student77,M0025,1
Student77,M0027,1
Student77,M0029,0
Student77,M0030,0
Student77,M0031,1
Student77,M0036,0
Student77,M0037,1
Student77,M0038,0
Student77,M0039,0
Student77,M0040,0
Student77,M0041,1
Student77,M0042,0
Student77,M0043,0
Student77,M0203,1
Student77,M0204,0
Student77,M0206,1
Student77,M0208,1
Student77,M0209,1
Student77,M0210,0
Student77,M0212,1
Student77,M0217,0
Student77,M0219,1
Student77,M0301,0
Student77,M0302,0
Student77,M0303,0
Student77,M0304,0
Student77,M0305,0
Student77,M0306,1
Student78,D0002,1
Student78,D0003,0
Student78,D0005,1
Student78,M0003,0
Student78,M0004,0
Student78,M0006,1
Student78,M0007,0
Student78,M0009,1
Student78,M0010,1
Student78,M0011,0
Student78,M0012,1
Student78,M0016,1
Student78,M0017,0
Student78,M0018,0
Student78,M0019,1
Student78,M0020,1
Student78,M0023,0
Student78,M0025,1
Student78,M0027,1
Student78,M0029,1
Student78,M0030,1
Student78,M0031,1
Student78,M0036,0
Student78,M0037,1
Student78,M0038,1
Student78,M0039,1
Student78,M0040,1
Student78,M0041,1
Student78,M0042,1
Student78,M0043,0
Student78,M0203,1
Student78,M0204,1
Student78,M0206,1
Student78,M0208,1
Student78,M0209,1
Student78,M0210,0
Student78,M0212,0
Student78,M0217,0
Student78,M0219,1
Student78,M0301,1
Student78,M0302,1
Student78,M0303,1
Student78,M0304,1
Student78,M0305,1
Student78,M0306,1
Student79,M0001,1
Student79,M0002,1
Student79,M0003,0
Student79,M0005,0
Student79,M0006,0
Student79,M0009,0
Student79,M0013,0
Student79,M0015,1
Student79,M0016,1
Student79,M0017,1
Student79,M0019,1
Student79,M0021,0
Student79,M0024,1
Student79,M0027,0
Student79,M0028,1
Student79,M0029,0
Student79,M0030,0
Student79,M0031,1
Student79,M0037,1
Student79,M0041,1
Student79,M0042,1
Student79,M0045,1
Student79,M0046,1
Student79,M0301,0
Student79,M0302,0
Student79,M0303,1
Student79,M0306,1
Student80,D0002,0
Student80,D0003,1
Student80,D0005,0
Student80,M0003,1
Student80,M0004,1
Student80,M0006,1
Student80,M0007,1
Student80,M0009,1
Student80,M0010,1
Student80,M0011,1
Student80,M0012,1
Student80,M0016,1
Student80,M0017,1
Student80,M0018,1
Student80,M0019,1
Student80,M0020,1
Student80,M0023,0
Student80,M0025,1
Student80,M0027,1
Student80,M0029,1
Student80,M0030,0
Student80,M0031,1
Student80,M0036,1
Student80,M0037,1
Student80,M0038,1
Student80,M0039,1
Student80,M0040,0
Student80,M0041,1
Student80,M0042,1
Student80,M0043,0
Student80,M0203,1
Student80,M0204,0
Student80,M0206,1
Student80,M0208,1
Student80,M0209,0
Student80,M0210,1
Student80,M0212,1
Student80,M0217,0
Student80,M0219,1
Student80,M0301,1
Student80,M0302,1
Student80,M0303,1
Student80,M0304,1
Student80,M0305,1
Student80,M0306,1
Student81,D0002,0
Student81,D0003,1
Student81,D0005,0
Student81,M0003,0
Student81,M0004,1
Student81,M0006,1
Student81,M0007,1
Student81,M0009,1
Student81,M0010,1
Student81,M0011,1
Student81,M0012,1
Student81,M0016,1
Student81,M0017,1
Student81,M0018,1
Student81,M0019,1
Student81,M0020,0
Student81,M0023,0
Student81,M0025,1
Student81,M0027,1
Student81,M0029,1
Student81,M0030,1
Student81,M0031,1
Student81,M0036,1
Student81,M0037,0
Student81,M0038,1
Student81,M0039,1
Student81,M0040,1
Student81,M0041,1
Student81,M0042,1
Student81,M0043,1
Student81,M0203,0
Student81,M0204,0
Student81,M0206,1
Student81,M0208,0
Student81,M0209,1
Student81,M0210,1
Student81,M0212,1
Student81,M0217,0
Student81,M0219,1
Student81,M0301,1
Student81,M0302,1
Student81,M0303,1
Student81,M0304,1
Student81,M0305,1
Student81,M0306,1
Student82,D0002,1
Student82,D0003,1
Student82,D0005,1
Student82,M0003,1
Student82,M0004,1
Student82,M0006,1
Student82,M0007,1
Student82,M0009,0
Student82,M0010,0
Student82,M0011,1
Student82,M0012,0
Student82,M0016,1
Student82,M0017,1
Student82,M0018,1
Student82,M0019,1
Student82,M0020,1
Student82,M0023,0
Student82,M0025,1
Student82,M0027,1
Student82,M0029,1
Student82,M0030,0
Student82,M0031,1
Student82,M0036,1
Student82,M0037,1
Student82,M0038,1
Student82,M0039,1
Student82,M0040,1
Student82,M0041,1
Student82,M0042,1
Student82,M0043,0
Student82,M0203,1
Student82,M0204,0
Student82,M0206,1
Student82,M0208,1
Student82,M0209,1
Student82,M0210,1
Student82,M0212,0
Student82,M0217,0
Student82,M0219,1
Student82,M0301,1
Student82,M0302,1
Student82,M0303,1
Student82,M0304,1
Student82,M0305,1
Student82,M0306,1
Student83,D0002,1
Student83,D0003,1
Student83,D0005,1
Student83,M0003,1
Student83,M0004,1
Student83,M0006,0
Student83,M0007,1
Student83,M0009,1
Student83,M0010,1
Student83,M0011,0
Student83,M0012,1
Student83,M0016,1
Student83,M0017,0
Student83,M0018,1
Student83,M0019,1
Student83,M0020,1
Student83,M0023,1
Student83,M0025,1
Student83,M0027,1
Student83,M0029,1
Student83,M0030,0
Student83,M0031,1
Student83,M0036,0
Student83,M0037,1
Student83,M0038,1
Student83,M0039,1
Student83,M0040,0
Student83,M0041,0
Student83,M0042,0
Student83,M0043,1
Student83,M0203,0
Student83,M0204,1
Student83,M0206,1
Student83,M0208,1
Student83,M0209,0
Student83,M0210,1
Student83,M0212,1
Student83,M0217,0
Student83,M0219,0
Student83,M0301,1
Student83,M0302,1
Student83,M0303,1
Student83,M0304,1
Student83,M0305,1
Student83,M0306,1
Student84,D0002,0
Student84,D0003,1
Student84,D0005,0
Student84,M0003,1
Student84,M0004,1
Student84,M0006,1
Student84,M0007,1
Student84,M0009,1
Student84,M0010,1
Student84,M0011,0
Student84,M0012,1
Student84,M0016,1
Student84,M0017,1
Student84,M0018,0
Student84,M0019,1
Student84,M0020,1
Student84,M0023,0
Student84,M0025,1
Student84,M0027,1
Student84,M0029,1
Student84,M0030,1
Student84,M0031,1
Student84,M0036,0
Student84,M0037,1
Student84,M0038,1
Student84,M0039,0
Student84,M0040,0
Student84,M0041,1
Student84,M0042,1
Student84,M0043,1
Student84,M0203,1
Student84,M0204,1
Student84,M0206,1
Student84,M0208,0
Student84,M0209,1
Student84,M0210,1
Student84,M0212,1
Student84,M0217,0
Student84,M0219,1
Student84,M0301,1
Student84,M0302,1
Student84,M0303,1
Student84,M0304,1
Student84,M0305,1
Student84,M0306,1
Student85,D0002,1
Student85,D0003,1
Student85,D0005,1
Student85,M0003,1
Student85,M0004,1
Student85,M0006,0
Student85,M0007,0
Student85,M0009,0
Student85,M0010,1
Student85,M0011,1
Student85,M0012,1
Student85,M0016,1
Student85,M0017,1
Student85,M0018,1
Student85,M0019,1
Student85,M0020,1
Student85,M0023,1
Student85,M0025,1
Student85,M0027,1
Student85,M0029,1
Student85,M0030,1
Student85,M0031,1
Student85,M0036,1
Student85,M0037,0
Student85,M0038,1
Student85,M0039,1
Student85,M0040,1
Student85,M0041,1
Student85,M0042,1
Student85,M0043,1
Student85,M0203,1
Student85,M0204,0
Student85,M0206,0
Student85,M0208,1
Student85,M0209,1
Student85,M0210,1
Student85,M0212,1
Student85,M0217,0
Student85,M0219,1
Student85,M0301,1
Student85,M0302,1
Student85,M0303,1
Student85,M0304,1
Student85,M0305,1
Student85,M0306,1
Student86,D0002,1
Student86,D0003,1
Student86,D0005,1
Student86,M0003,1
Student86,M0004,1
Student86,M0006,1
Student86,M0007,1
Student86,M0009,1
Student86,M0010,1
Student86,M0011,1
Student86,M0012,1
Student86,M0016,1
Student86,M0017,1
Student86,M0018,1
Student86,M0019,1
Student86,M0020,0
Student86,M0023,1
Student86,M0025,1
Student86,M0027,1
Student86,M0029,1
Student86,M0030,1
Student86,M0031,1
Student86,M0036,1
Student86,M0037,1
Student86,M0038,1
Student86,M0039,1
Student86,M0040,1
Student86,M0041,1
Student86,M0042,0
Student86,M0043,1
Student86,M0203,0
Student86,M0204,1
Student86,M0206,1
Student86,M0208,1
Student86,M0209,1
Student86,M0210,1
Student86,M0212,0
Student86,M0217,1
Student86,M0219,0
Student86,M0301,1
Student86,M0302,1
Student86,M0303,1
Student86,M0304,1
Student86,M0305,1
Student86,M0306,1
Student87,D0002,1
Student87,D0003,1
Student87,D0005,1
Student87,M0003,0
Student87,M0004,1
Student87,M0006,0
Student87,M0007,1
Student87,M0009,1
Student87,M0010,1
Student87,M0011,0
Student87,M0012,0
Student87,M0016,1
Student87,M0017,0
Student87,M0018,1
Student87,M0019,1
Student87,M0020,1
Student87,M0023,1
Student87,M0025,1
Student87,M0027,0
Student87,M0029,1
Student87,M0030,1
Student87,M0031,0
Student87,M0036,1
Student87,M0037,1
Student87,M0038,1
Student87,M0039,1
Student87,M0040,0
Student87,M0041,1
Student87,M0042,1
Student87,M0043,0
Student87,M0203,1
Student87,M0204,1
Student87,M0206,0
Student87,M0208,0
Student87,M0209,1
Student87,M0210,0
Student87,M0212,0
Student87,M0217,1
Student87,M0219,1
Student87,M0301,0
Student87,M0302,0
Student87,M0303,1
Student87,M0304,0
Student87,M0305,0
Student87,M0306,1
Student88,D0002,1
Student88,D0003,0
Student88,D0005,1
Student88,M0003,1
Student88,M0004,0
Student88,M0006,0
Student88,M0007,1
Student88,M0009,1
Student88,M0010,1
Student88,M0011,0
Student88,M0012,1
Student88,M0016,0
Student88,M0017,0
Student88,M0018,1
Student88,M0019,0
Student88,M0020,1
Student88,M0023,0
Student88,M0025,1
Student88,M0027,1
Student88,M0029,0
Student88,M0030,0
Student88,M0031,1
Student88,M0036,1
Student88,M0037,1
Student88,M0038,0
Student88,M0039,1
Student88,M0040,0
Student88,M0041,1
Student88,M0042,1
Student88,M0043,1
Student88,M0203,1
Student88,M0204,0
Student88,M0206,1
Student88,M0208,1
Student88,M0209,0
Student88,M0210,1
Student88,M0212,1
Student88,M0217,1
Student88,M0219,0
Student88,M0301,0
Student88,M0302,0
Student88,M0303,1
Student88,M0304,0
Student88,M0305,0
Student88,M0306,0
Student89,M0001,1
Student89,M0002,1
Student89,M0003,0
Student89,M0005,1
Student89,M0006,0
Student89,M0009,1
Student89,M0013,1
Student89,M0015,1
Student89,M0016,1
Student89,M0017,1
Student89,M0019,1
Student89,M0021,1
Student89,M0024,1
Student89,M0027,1
Student89,M0028,1
Student89,M0029,1
Student89,M0030,1
Student89,M0031,1
Student89,M0037,1
Student89,M0041,1
Student89,M0042,1
Student89,M0045,1
Student89,M0046,1
Student89,M0301,1
Student89,M0302,1
Student89,M0303,1
Student89,M0306,1
Student90,M0001,1
Student90,M0002,1
Student90,M0003,0
Student90,M0005,1
Student90,M0006,1
Student90,M0009,1
Student90,M0013,0
Student90,M0015,1
Student90,M0016,1
Student90,M0017,0
Student90,M0019,1
Student90,M0021,0
Student90,M0024,1
Student90,M0027,1
Student90,M0028,0
Student90,M0029,1
Student90,M0030,0
Student90,M0031,0
Student90,M0037,1
Student90,M0041,1
Student90,M0042,1
Student90,M0045,0
Student90,M0046,1
Student90,M0301,0
Student90,M0302,0
Student90,M0303,1
Student90,M0306,1
Student91,M0001,1
Student91,M0002,0
Student91,M0003,1
Student91,M0005,1
Student91,M0006,1
Student91,M0009,0
Student91,M0013,0
Student91,M0015,1
Student91,M0016,1
Student91,M0017,1
Student91,M0019,0
Student91,M0021,1
Student91,M0024,0
Student91,M0027,0
Student91,M0028,1
Student91,M0029,0
Student91,M0030,0
Student91,M0031,0
Student91,M0037,0
Student91,M0041,0
Student91,M0042,0
Student91,M0045,0
Student91,M0046,0
Student91,M0301,0
Student91,M0302,0
Student91,M0303,0
Student91,M0306,0
Student92,M0001,1
Student92,M0002,1
Student92,M0003,1
Student92,M0005,1
Student92,M0006,1
Student92,M0009,1
Student92,M0013,1
Student92,M0015,1
Student92,M0016,1
Student92,M0017,1
Student92,M0019,1
Student92,M0021,0
Student92,M0024,0
Student92,M0027,1
Student92,M0028,1
Student92,M0029,1
Student92,M0030,1
Student92,M0031,1
Student92,M0037,1
Student92,M0041,1
Student92,M0042,1
Student92,M0045,1
Student92,M0046,1
Student92,M0301,1
Student92,M0302,1
Student92,M0303,1
Student92,M0306,1
Student93,M0001,1
Student93,M0002,1
Student93,M0003,0
Student93,M0005,1
Student93,M0006,0
Student93,M0009,0
Student93,M0013,0
Student93,M0015,1
Student93,M0016,1
Student93,M0017,1
Student93,M0019,1
Student93,M0021,0
Student93,M0024,1
Student93,M0027,1
Student93,M0028,1
Student93,M0029,0
Student93,M0030,0
Student93,M0031,1
Student93,M0037,1
Student93,M0041,0
Student93,M0042,0
Student93,M0045,1
Student93,M0046,0
Student93,M0301,1
Student93,M0302,1
Student93,M0303,1
Student93,M0306,1
Student94,M0001,1
Student94,M0002,1
Student94,M0003,1
Student94,M0005,1
Student94,M0006,1
Student94,M0009,0
Student94,M0013,1
Student94,M0015,1
Student94,M0016,1
Student94,M0017,1
Student94,M0019,1
Student94,M0021,1
Student94,M0024,1
Student94,M0027,1
Student94,M0028,1
Student94,M0029,1
Student94,M0030,1
Student94,M0031,1
Student94,M0037,1
Student94,M0041,0
Student94,M0042,1
Student94,M0045,0
Student94,M0046,0
Student94,M0301,1
Student94,M0302,1
Student94,M0303,1
Student94,M0306,1
Student95,M0001,1
Student95,M0002,1
Student95,M0003,1
Student95,M0005,0
Student95,M0006,1
Student95,M0009,1
Student95,M0013,0
Student95,M0015,1
Student95,M0016,1
Student95,M0017,1
Student95,M0019,1
Student95,M0021,0
Student95,M0024,1
Student95,M0027,1
Student95,M0028,1
Student95,M0029,1
Student95,M0030,1
Student95,M0031,1
Student95,M0037,1
Student95,M0041,0
Student95,M0042,1
Student95,M0045,1
Student95,M0046,1
Student95,M0301,1
Student95,M0302,1
Student95,M0303,1
Student95,M0306,1
Student96,M0001,1
Student96,M0002,1
Student96,M0003,1
Student96,M0005,0
Student96,M0006,0
Student96,M0009,1
Student96,M0013,0
Student96,M0015,1
Student96,M0016,0
Student96,M0017,0
Student96,M0019,1
Student96,M0021,1
Student96,M0024,1
Student96,M0027,1
Student96,M0028,1
Student96,M0029,0
Student96,M0030,1
Student96,M0031,0
Student96,M0037,0
Student96,M0041,0
Student96,M0042,1
Student96,M0045,1
Student96,M0046,1
Student96,M0301,0
Student96,M0302,1
Student96,M0303,1
Student96,M0306,0
Student97,M0001,1
Student97,M0002,1
Student97,M0003,1
Student97,M0005,1
Student97,M0006,1
Student97,M0009,0
Student97,M0013,1
Student97,M0015,1
Student97,M0016,1
Student97,M0017,1
Student97,M0019,1
Student97,M0021,0
Student97,M0024,1
Student97,M0027,1
Student97,M0028,0
Student97,M0029,1
Student97,M0030,0
Student97,M0031,1
Student97,M0037,1
Student97,M0041,0
Student97,M0042,0
Student97,M0045,1
Student97,M0046,0
Student97,M0301,1
Student97,M0302,0
Student97,M0303,0
Student97,M0306,0
Student98,M0001,0
Student98,M0002,1
Student98,M0003,0
Student98,M0005,1
Student98,M0006,0
Student98,M0009,1
Student98,M0013,1
Student98,M0015,1
Student98,M0016,1
Student98,M0017,1
Student98,M0019,0
Student98,M0021,1
Student98,M0024,1
Student98,M0027,1
Student98,M0028,1
Student98,M0029,1
Student98,M0030,0
Student98,M0031,1
Student98,M0037,1
Student98,M0041,1
Student98,M0042,1
Student98,M0045,1
Student98,M0046,1
Student98,M0301,1
Student98,M0302,1
Student98,M0303,1
Student98,M0306,1
Student99,M0001,0
Student99,M0002,1
Student99,M0003,1
Student99,M0005,0
Student99,M0006,1
Student99,M0009,1
Student99,M0013,0
Student99,M0015,1
Student99,M0016,1
Student99,M0017,1
Student99,M0019,1
Student99,M0021,0
Student99,M0024,1
Student99,M0027,1
Student99,M0028,1
Student99,M0029,1
Student99,M0030,1
Student99,M0031,1
Student99,M0037,1
Student99,M0041,1
Student99,M0042,1
Student99,M0045,1
Student99,M0046,1
Student99,M0301,1
Student99,M0302,1
Student99,M0303,1
Student99,M0306,1
Student100,M0001,1
Student100,M0002,1
Student100,M0003,1
Student100,M0005,1
Student100,M0006,1
Student100,M0009,1
Student100,M0013,1
Student100,M0015,1
Student100,M0016,1
Student100,M0017,1
Student100,M0019,1
Student100,M0021,0
Student100,M0024,1
Student100,M0027,1
Student100,M0028,0
Student100,M0029,1
Student100,M0030,0
Student100,M0031,1
Student100,M0037,1
Student100,M0041,1
Student100,M0042,1
Student100,M0045,0
Student100,M0046,1
Student100,M0301,0
Student100,M0302,0
Student100,M0303,1
Student100,M0306,1
Student101,M0001,0
Student101,M0002,1
Student101,M0003,0
Student101,M0005,0
Student101,M0006,0
Student101,M0009,0
Student101,M0013,0
Student101,M0015,1
Student101,M0016,1
Student101,M0017,1
Student101,M0019,1
Student101,M0021,0
Student101,M0024,1
Student101,M0027,1
Student101,M0028,0
Student101,M0029,1
Student101,M0030,0
Student101,M0031,0
Student101,M0037,1
Student101,M0041,1
Student101,M0042,1
Student101,M0045,0
Student101,M0046,1
Student101,M0301,1
Student101,M0302,1
Student101,M0303,1
Student101,M0306,1
Student102,M0001,0
Student102,M0002,0
Student102,M0003,0
Student102,M0005,0
Student102,M0006,0
Student102,M0009,1
Student102,M0013,1
Student102,M0015,1
Student102,M0016,1
Student102,M0017,1
Student102,M0019,1
Student102,M0021,1
Student102,M0024,1
Student102,M0027,1
Student102,M0028,0
Student102,M0029,0
Student102,M0030,1
Student102,M0031,1
Student102,M0037,1
Student102,M0041,1
Student102,M0042,1
Student102,M0045,1
Student102,M0046,1
Student102,M0301,1
Student102,M0302,1
Student102,M0303,1
Student102,M0306,1
Student103,M0001,1
Student103,M0002,1
Student103,M0003,1
Student103,M0005,1
Student103,M0006,0
Student103,M0009,0
Student103,M0013,0
Student103,M0015,1
Student103,M0016,1
Student103,M0017,1
Student103,M0019,1
Student103,M0021,0
Student103,M0024,1
Student103,M0027,1
Student103,M0028,1
Student103,M0029,0
Student103,M0030,1
Student103,M0031,0
Student103,M0037,0
Student103,M0041,1
Student103,M0042,1
Student103,M0045,1
Student103,M0046,0
Student103,M0301,1
Student103,M0302,1
Student103,M0303,1
Student103,M0306,1
Student104,M0001,1
Student104,M0002,1
Student104,M0003,1
Student104,M0005,1
Student104,M0006,1
Student104,M0009,1
Student104,M0013,1
Student104,M0015,1
Student104,M0016,1
Student104,M0017,1
Student104,M0019,1
Student104,M0021,0
Student104,M0024,0
Student104,M0027,1
Student104,M0028,0
Student104,M0029,1
Student104,M0030,1
Student104,M0031,0
Student104,M0037,1
Student104,M0041,0
Student104,M0042,1
Student104,M0045,0
Student104,M0046,1
Student104,M0301,0
Student104,M0302,0
Student104,M0303,1
Student104,M0306,1
Student105,M0001,0
Student105,M0002,1
Student105,M0003,1
Student105,M0005,0
Student105,M0006,1
Student105,M0009,1
Student105,M0013,0
Student105,M0015,0
Student105,M0016,0
Student105,M0017,1
Student105,M0019,1
Student105,M0021,1
Student105,M0024,1
Student105,M0027,1
Student105,M0028,1
Student105,M0029,1
Student105,M0030,0
Student105,M0031,1
Student105,M0037,1
Student105,M0041,1
Student105,M0042,0
Student105,M0045,1
Student105,M0046,1
Student105,M0301,0
Student105,M0302,0
Student105,M0303,1
Student105,M0306,1
Student106,D0002,1
Student106,D0003,1
Student106,D0005,1
Student106,M0003,1
Student106,M0004,1
Student106,M0006,1
Student106,M0007,1
Student106,M0009,1
Student106,M0010,1
Student106,M0011,1
Student106,M0012,1
Student106,M0016,1
Student106,M0017,0
Student106,M0018,1
Student106,M0019,1
Student106,M0020,0
Student106,M0023,0
Student106,M0025,1
Student106,M0027,1
Student106,M0029,1
Student106,M0030,0
Student106,M0031,1
Student106,M0036,1
Student106,M0037,0
Student106,M0038,1
Student106,M0039,1
Student106,M0040,1
Student106,M0041,0
Student106,M0042,0
Student106,M0043,0
Student106,M0203,1
Student106,M0204,1
Student106,M0206,0
Student106,M0208,0
Student106,M0209,1
Student106,M0210,1
Student106,M0212,1
Student106,M0217,1
Student106,M0219,0
Student106,M0301,0
Student106,M0302,0
Student106,M0303,0
Student106,M0304,0
Student106,M0305,1
Student106,M0306,0
Student107,D0002,0
Student107,D0003,1
Student107,D0005,1
Student107,M0003,0
Student107,M0004,0
Student107,M0006,1
Student107,M0007,1
Student107,M0009,1
Student107,M0010,1
Student107,M0011,0
Student107,M0012,1
Student107,M0016,1
Student107,M0017,1
Student107,M0018,1
Student107,M0019,1
Student107,M0020,1
Student107,M0023,0
Student107,M0025,1
Student107,M0027,1
Student107,M0029,1
Student107,M0030,0
Student107,M0031,1
Student107,M0036,1
Student107,M0037,0
Student107,M0038,1
Student107,M0039,1
Student107,M0040,0
Student107,M0041,1
Student107,M0042,1
Student107,M0043,1
Student107,M0203,1
Student107,M0204,0
Student107,M0206,0
Student107,M0208,1
Student107,M0209,1
Student107,M0210,1
Student107,M0212,1
Student107,M0217,0
Student107,M0219,1
Student107,M0301,0
Student107,M0302,0
Student107,M0303,1
Student107,M0304,0
Student107,M0305,0
Student107,M0306,1
Student108,D0002,1
Student108,D0003,1
Student108,D0005,1
Student108,M0003,0
Student108,M0004,1
Student108,M0006,0
Student108,M0007,0
Student108,M0009,1
Student108,M0010,0
Student108,M0011,0
Student108,M0012,1
Student108,M0016,0
Student108,M0017,1
Student108,M0018,0
Student108,M0019,1
Student108,M0020,1
Student108,M0023,1
Student108,M0025,1
Student108,M0027,1
Student108,M0029,0
Student108,M0030,0
Student108,M0031,1
Student108,M0036,0
Student108,M0037,0
Student108,M0038,0
Student108,M0039,0
Student108,M0040,1
Student108,M0041,1
Student108,M0042,0
Student108,M0043,1
Student108,M0203,0
Student108,M0204,0
Student108,M0206,1
Student108,M0208,1
Student108,M0209,1
Student108,M0210,0
Student108,M0212,0
Student108,M0217,0
Student108,M0219,0
Student108,M0301,0
Student108,M0302,1
Student108,M0303,1
Student108,M0304,0
Student108,M0305,0
Student108,M0306,0
Student109,D0002,0
Student109,D0003,1
Student109,D0005,1
Student109,M0003,1
Student109,M0004,1
Student109,M0006,1
Student109,M0007,1
Student109,M0009,1
Student109,M0010,1
Student109,M0011,1
Student109,M0012,1
Student109,M0016,1
Student109,M0017,0
Student109,M0018,1
Student109,M0019,1
Student109,M0020,0
Student109,M0023,0
Student109,M0025,1
Student109,M0027,1
Student109,M0029,1
Student109,M0030,0
Student109,M0031,1
Student109,M0036,1
Student109,M0037,1
Student109,M0038,1
Student109,M0039,1
Student109,M0040,1
Student109,M0041,0
Student109,M0042,0
Student109,M0043,0
Student109,M0203,1
Student109,M0204,0
Student109,M0206,1
Student109,M0208,1
Student109,M0209,1
Student109,M0210,1
Student109,M0212,1
Student109,M0217,1
Student109,M0219,0
Student109,M0301,1
Student109,M0302,1
Student109,M0303,1
Student109,M0304,1
Student109,M0305,1
Student109,M0306,1
Student110,D0002,0
Student110,D0003,1
Student110,D0005,1
Student110,M0003,0
Student110,M0004,1
Student110,M0006,0
Student110,M0007,1
Student110,M0009,1
Student110,M0010,1
Student110,M0011,1
Student110,M0012,1
Student110,M0016,1
Student110,M0017,0
Student110,M0018,1
Student110,M0019,1
Student110,M0020,1
Student110,M0023,0
Student110,M0025,1
Student110,M0027,1
Student110,M0029,1
Student110,M0030,0
Student110,M0031,1
Student110,M0036,1
Student110,M0037,1
Student110,M0038,1
Student110,M0039,1
Student110,M0040,1
Student110,M0041,1
Student110,M0042,1
Student110,M0043,1
Student110,M0203,1
Student110,M0204,0
Student110,M0206,1
Student110,M0208,0
Student110,M0209,1
Student110,M0210,1
Student110,M0212,1
Student110,M0217,0
Student110,M0219,1
Student110,M0301,1
Student110,M0302,1
Student110,M0303,1
