Student,Item01,Item02,Item03,Item04,Item05,Item06,Item07,Item08,Item09,Item10,Item11,Item12
Student1257,1,1,0,0,0,0,0,1,1,1,1,0
Student1258,0,0,0,1,0,0,1,0,1,0,0,1
Student1259,1,1,1,0,0,0,0,1,1,1,1,0
Student1260,1,1,1,1,1,1,1,1,1,1,1,0
Student1261,1,1,0,0,1,1,0,0,0,0,0,0
Student1262,1,0,1,0,1,0,0,1,1,1,1,0
Student1263,0,0,0,0,0,0,0,0,0,0,0,0
Student1264,1,1,0,0,1,0,0,0,1,0,0,1
Student1265,0,0,0,1,1,0,0,1,1,1,1,0
Student1266,1,1,1,1,1,0,0,1,1,1,0,0
Student1267,1,0,0,1,0,0,0,1,1,1,1,0
Student1268,1,0,0,1,0,0,0,0,0,0,0,0
Student1269,1,1,1,1,1,1,1,1,1,1,1,0
Student1270,0,0,0,0,0,0,0,1,1,1,1,0
Student1271,1,0,0,1,0,0,0,0,1,0,0,1
Student1272,0,0,0,0,0,0,0,0,0,0,0,0
Student1273,0,0,0,0,0,0,0,0,0,0,0,0
Student1274,1,1,1,1,1,0,0,1,1,1,1,1
Student1275,0,0,0,0,0,0,0,1,1,0,0,1
Student1276,1,0,0,0,0,0,0,0,0,0,0,0
Student1277,0,0,0,1,0,0,0,0,0,0,0,0
Student1278,1,1,0,0,1,0,0,1,1,1,1,0
Student1279,0,0,0,1,1,0,0,1,0,0,0,0
Student1280,0,0,0,0,0,0,0,0,0,0,0,0
Student1281,1,1,1,1,1,1,1,1,1,0,0,0
Student1282,1,1,1,0,0,0,0,1,0,0,0,0
Student1283,1,1,0,1,0,0,0,0,0,0,0,0
Student1284,1,1,1,1,1,1,0,1,1,1,1,1
Student1285,1,1,1,0,1,0,0,0,1,0,0,0
Student1286,1,1,0,1,0,0,0,1,1,1,1,0
Student1287,1,1,1,0,1,0,0,1,1,1,1,1
Student1288,0,0,0,0,0,0,0,0,0,0,0,0
Student1289,0,0,0,0,0,0,0,0,1,0,0,0
Student1290,1,0,0,0,0,0,0,0,0,1,0,0
Student1291,0,0,0,1,1,1,0,1,1,1,1,0
Student1292,1,1,1,1,1,0,0,1,1,1,1,1
Student1293,1,1,0,1,0,0,0,1,1,0,0,0
Student1294,1,1,0,1,1,1,0,1,1,1,1,0
Student1295,1,1,0,1,0,0,0,1,1,1,1,0
Student1296,1,0,0,0,0,0,0,0,1,0,0,0
Student1297,1,1,0,1,1,1,1,1,1,1,0,0
Student1298,1,1,0,1,0,0,0,1,1,0,1,1
Student1299,1,0,0,1,1,0,1,1,1,1,1,0
Student1300,0,0,0,1,0,0,0,1,1,1,1,0
Student1301,0,0,0,1,1,0,0,1,1,1,1,0
Student1302,1,0,0,0,0,0,0,0,1,1,1,0
Student1303,1,1,1,1,0,0,0,0,0,0,0,0
Student1304,0,0,0,0,0,0,0,1,1,1,1,0
Student1305,1,0,0,0,0,0,0,0,0,0,0,0
Student1306,1,0,0,1,0,0,0,0,1,0,0,0
Student1307,0,0,0,0,0,0,0,0,0,0,0,0
Student1308,0,0,0,0,0,0,0,0,0,0,0,0
Student1309,0,0,0,0,0,0,0,0,0,0,0,0
Student1310,1,0,0,1,1,1,1,1,1,1,1,0
Student1311,0,0,0,1,0,0,0,1,1,1,1,0
Student1312,1,0,0,1,0,0,0,0,1,0,0,0
Student1313,1,1,0,1,1,1,1,1,1,1,1,0
Student1314,1,1,0,1,0,0,0,0,0,0,0,0
Student1315,0,0,0,0,0,0,0,0,0,0,0,0
Student1316,0,0,0,0,0,0,0,0,1,0,0,0
Student1317,1,1,1,1,1,1,1,1,1,1,1,1
Student1318,0,0,0,0,0,0,0,1,1,1,1,0
Student1319,1,1,0,1,0,0,0,1,1,1,1,1
Student1320,1,1,0,1,1,1,0,1,1,1,1,0
Student1321,0,0,0,0,0,0,0,0,0,0,0,0
Student1322,1,1,0,0,1,0,0,0,1,0,0,0
Student1323,1,1,0,0,0,0,0,1,1,1,1,0
Student1324,0,0,0,0,0,0,0,0,0,0,0,0
Student1325,0,0,0,0,0,1,0,0,0,0,0,0
Student1326,1,1,1,0,1,0,0,1,0,0,0,0
Student1327,1,0,0,0,0,0,0,0,0,0,0,0
Student1328,1,1,1,1,1,1,1,1,1,1,1,1
Student1329,0,0,0,0,0,0,0,1,1,1,0,1
Student1330,0,0,0,0,0,0,0,0,1,0,0,0
Student1331,1,1,0,0,0,0,0,0,0,0,0,0
Student1332,1,1,1,1,1,1,0,1,1,1,1,1
Student1333,1,1,1,1,0,0,0,0,1,0,0,0
Student1334,0,0,0,0,0,0,0,0,0,0,1,0
Student1335,1,1,1,0,1,0,0,0,1,0,0,0
Student1336,0,0,0,1,0,0,0,0,0,0,0,0
Student1337,0,0,0,1,1,0,0,1,1,1,1,0
Student1338,1,0,0,1,0,0,0,0,0,0,0,0
Student1339,0,0,0,0,0,0,0,1,1,0,0,0
Student1340,1,1,1,0,0,0,0,0,0,0,0,0
Student1341,0,0,0,0,0,0,0,0,0,0,0,0
Student1342,1,1,0,0,1,0,0,1,1,1,1,0
Student1343,1,1,1,0,1,0,0,1,1,1,1,0
Student1344,0,0,0,1,1,0,0,1,1,1,1,0
Student1345,1,0,0,1,0,0,0,0,1,0,0,1
Student1346,1,1,1,0,1,0,0,1,1,1,1,0
Student1347,0,0,0,0,0,0,0,1,1,0,0,0
Student1348,1,1,0,1,1,0,0,1,1,1,0,0
Student1349,1,0,0,1,1,1,0,1,1,1,1,0
Student1350,1,1,1,1,1,1,1,1,1,1,1,0
Student1351,1,1,1,1,1,1,1,0,1,0,0,0
Student1352,1,1,1,0,1,0,0,1,1,1,1,0
Student1353,1,1,1,0,1,0,0,1,1,1,1,0
Student1354,1,0,0,0,0,0,0,0,0,0,0,0
Student1355,1,1,1,1,0,0,0,1,1,1,1,0
Student1356,0,0,0,1,1,1,0,1,1,1,1,0
Student1357,1,1,0,1,1,1,1,1,1,1,1,0
Student1358,0,0,0,0,0,0,0,0,0,0,0,0
Student1359,0,0,0,1,0,0,0,1,1,0,0,0
Student1360,1,1,1,1,1,1,1,1,1,1,1,0
Student1361,1,1,1,1,1,1,1,1,1,1,1,0
Student1362,1,1,1,1,1,1,1,1,1,1,1,1
Student1363,1,1,1,1,1,0,0,1,1,1,1,0
Student1364,1,0,1,0,0,0,0,1,1,1,1,0
Student1365,1,1,1,0,1,0,0,1,1,1,1,1
Student1366,1,0,0,1,0,0,0,0,1,0,0,0
Student1367,1,0,0,0,0,0,0,0,0,0,0,0
Student1368,1,1,1,1,1,0,0,1,1,1,1,0
Student1369,0,0,0,0,0,0,0,1,1,1,1,0
Student1370,1,1,0,1,0,0,0,1,1,1,0,0
Student1371,0,0,0,1,1,0,0,0,0,0,0,0
Student1372,1,1,0,1,1,0,0,1,1,1,1,0
Student1373,1,0,0,1,1,0,0,1,1,1,1,0
Student1374,0,0,0,0,1,0,0,0,0,0,0,0
Student1375,1,1,1,1,0,0,0,1,1,1,1,1
Student1376,1,1,1,1,0,0,0,1,0,0,0,0
Student1377,1,1,1,1,1,1,1,0,1,0,0,0
Student1378,1,0,0,1,1,1,1,1,1,1,1,0
Student1379,1,1,1,1,1,0,1,1,1,1,1,0
Student1380,1,1,1,1,1,1,1,0,1,0,0,0
Student1381,1,1,0,1,1,0,0,1,1,0,0,0
Student1382,1,1,1,1,1,1,1,1,1,1,0,0
Student1383,0,0,0,0,0,0,0,1,1,0,0,0
Student1384,1,0,0,1,0,0,0,0,0,0,0,0
Student1385,1,0,0,1,0,0,0,1,1,1,1,1
Student1386,1,0,0,0,0,0,0,1,1,1,1,0
Student1387,1,1,0,0,1,1,1,0,1,1,1,1
Student1388,0,0,0,0,0,0,0,1,1,1,1,1
Student1389,1,1,0,0,0,0,0,1,1,1,1,1
Student1390,1,1,0,1,0,0,0,1,1,0,0,0
Student1391,1,1,1,1,0,0,0,1,0,0,0,0
Student1392,1,1,1,1,1,1,1,1,1,1,1,1
Student1393,1,1,0,1,0,0,0,1,1,0,1,0
Student1394,1,1,1,1,1,1,1,0,1,0,0,0
Student1395,1,1,1,1,1,1,0,1,1,1,1,0
Student1396,0,0,0,1,1,0,0,0,0,0,0,0
Student1397,1,1,1,0,1,1,0,0,1,0,0,0
Student1398,0,0,0,1,0,0,0,0,0,0,0,0
Student1399,0,0,0,1,0,0,0,1,1,1,1,0
Student1400,1,0,0,1,0,0,0,0,0,0,0,0
Student1401,0,0,0,1,0,0,0,0,1,1,1,1
Student1402,1,1,0,1,1,0,0,1,0,0,0,0
Student1403,1,1,0,1,1,0,0,0,1,1,1,0
Student1404,1,1,1,1,1,0,0,0,1,0,0,0
Student1405,0,0,0,1,0,0,0,1,0,0,0,0
Student1406,1,1,1,1,1,1,1,1,1,1,1,0
Student1407,1,1,0,1,0,0,0,0,0,0,0,0
Student1408,0,0,0,0,0,0,0,0,1,0,0,0
Student1409,0,0,0,0,0,0,0,1,0,0,0,0
Student1410,0,0,0,1,1,0,0,0,1,0,0,0
Student1411,1,1,1,1,1,0,0,0,0,0,0,0
Student1412,1,1,1,1,1,0,1,1,1,1,1,0
Student1413,0,0,0,0,0,0,0,1,1,0,1,0
Student1414,1,1,1,1,1,1,1,1,1,1,1,0
Student1415,1,1,1,1,1,1,1,1,1,1,1,1
Student1416,0,0,0,0,0,0,0,0,0,0,0,0
Student1417,1,0,0,1,1,1,0,0,1,0,0,0
Student1418,1,0,0,0,0,0,0,0,1,0,0,0
Student1419,1,1,0,1,1,1,1,1,1,0,1,0
Student1420,1,1,1,1,1,1,1,1,1,1,0,0
Student1421,0,0,0,0,0,0,0,1,1,0,0,0
Student1422,0,0,0,0,0,0,0,0,1,0,0,0
Student1423,1,1,1,1,1,1,1,1,1,1,1,1
Student1424,1,1,0,0,0,0,0,0,0,0,1,0
Student1425,1,1,1,1,1,0,0,0,0,0,0,0
Student1426,0,0,0,1,1,0,0,0,0,0,0,0
Student1427,1,0,0,1,0,0,0,0,0,0,0,0
Student1428,1,1,1,1,1,0,0,1,0,0,0,0
Student1429,1,0,0,1,0,0,0,0,0,0,0,0
Student1430,1,1,0,1,1,1,0,1,1,1,1,1
Student1431,1,1,1,1,1,1,1,1,1,1,1,0
Student1432,1,0,0,1,0,0,0,0,0,0,0,0
Student1433,1,1,1,1,1,1,1,1,1,1,1,0
Student1434,1,1,0,1,0,0,0,0,0,0,0,0
Student1435,0,0,0,1,1,0,0,1,0,0,0,0
Student1436,1,0,0,1,0,0,0,0,0,0,0,0
Student1437,1,1,1,1,1,1,1,1,0,1,0,0
Student1438,1,1,1,1,1,1,1,1,1,1,1,1
Student1439,1,1,0,1,1,1,1,1,1,1,1,1
Student1440,0,0,0,0,0,0,0,1,1,1,1,0
Student1441,1,1,1,1,1,0,0,0,0,0,0,0
Student1442,1,1,1,1,1,1,1,1,1,1,1,1
Student1443,1,1,1,1,1,0,0,0,0,0,0,0
Student1444,1,1,0,1,0,0,0,0,1,1,0,0
Student1445,1,1,1,1,1,1,1,1,1,1,1,0
Student1446,1,1,0,1,1,0,0,1,1,1,1,1
Student1447,0,0,0,1,0,0,0,0,0,0,0,0
Student1448,0,0,0,1,0,0,0,1,1,1,1,0
Student1449,1,1,1,1,0,0,0,0,1,1,0,0
Student1450,1,1,1,1,1,0,0,1,1,1,1,0
Student1451,1,1,1,1,1,0,1,1,1,1,1,0
Student1452,1,1,1,0,1,0,0,1,1,0,0,0
Student1453,0,0,0,0,0,0,0,0,0,0,0,0
Student1454,0,0,0,0,0,0,0,1,1,1,1,0
Student1455,0,0,0,1,0,0,0,0,0,0,1,0
Student1456,0,0,0,1,0,0,0,0,0,0,0,0
Student1457,0,0,0,0,0,0,0,0,0,0,0,0
Student1458,1,0,0,0,0,0,0,0,1,0,0,0
Student1459,1,1,1,1,1,1,1,1,1,1,1,0
Student1460,1,1,1,1,1,1,1,1,1,0,1,0
Student1461,1,1,1,1,0,0,0,0,0,0,0,0
Student1462,0,0,0,1,1,1,0,0,0,1,0,0
Student1463,1,0,0,0,0,0,0,0,0,0,0,0
Student1464,1,0,0,1,1,0,0,1,0,0,0,0
Student1465,1,1,1,1,1,1,0,1,1,1,1,1
Student1466,1,1,1,1,1,1,1,1,1,1,1,1
Student1467,1,0,0,1,0,0,0,0,0,0,0,0
Student1468,0,0,0,0,0,0,0,0,1,0,0,1
Student1469,0,0,0,1,1,0,0,1,1,1,1,0
Student1470,1,0,0,0,0,0,1,0,1,0,0,0
Student1471,0,0,0,1,0,0,0,0,0,0,0,0
Student1472,0,0,0,0,0,0,0,0,0,0,0,0
Student1473,0,0,0,1,1,0,0,1,0,0,0,0
Student1474,1,0,0,0,0,0,0,1,1,1,0,0
Student1475,1,0,0,1,0,0,0,0,0,0,0,0
Student1476,1,0,0,0,0,0,0,0,0,0,0,0
Student1477,1,1,0,0,0,0,0,0,1,0,0,0
Student1478,0,0,0,0,0,0,0,1,0,1,0,0
Student1479,1,1,1,1,1,0,0,1,1,1,1,0
Student1480,1,1,0,1,0,0,0,1,1,1,1,0
Student1481,1,1,1,0,1,0,0,1,1,1,1,0
Student1482,0,0,0,1,1,1,1,0,0,0,0,0
Student1483,1,0,0,1,0,0,0,0,0,0,0,0
Student1484,1,0,0,0,0,0,0,1,1,0,0,0
Student1485,1,1,1,1,1,1,1,1,1,1,1,1
Student1486,1,1,1,1,1,1,1,1,1,1,1,0
Student1487,0,0,0,1,0,0,0,1,1,1,1,0
Student1488,1,0,0,0,0,0,0,0,1,0,0,0
Student1489,0,0,1,1,0,1,0,0,0,0,0,0
Student1490,0,0,0,0,0,0,0,0,0,0,0,0
Student1491,0,0,0,0,0,0,0,0,0,0,0,0
Student1492,0,0,0,0,0,0,0,0,0,1,0,0
Student1493,1,1,0,1,1,1,0,0,1,0,0,0
Student1494,1,1,0,1,0,0,0,0,0,0,0,0
Student1495,1,0,0,0,0,0,0,0,0,0,0,0
Student1496,1,1,0,1,1,0,0,1,1,1,1,0
Student1497,1,1,1,1,0,0,0,1,1,1,1,0
Student1498,1,1,1,1,1,1,0,1,1,1,1,0
Student1499,0,0,0,0,1,0,0,0,0,0,0,0
Student1500,0,0,0,0,0,0,0,0,0,0,0,0
Student1501,0,0,0,1,0,0,0,0,1,1,1,0
Student1502,0,0,0,0,1,0,0,0,0,0,0,0
Student1503,0,0,0,0,0,0,0,1,1,1,0,0
Student1504,1,0,0,1,0,0,0,0,1,1,0,0
Student1505,1,1,0,1,0,0,0,0,0,0,0,0
Student1506,1,1,0,1,1,1,0,1,1,1,1,0
Student1507,1,1,1,1,1,1,1,1,1,0,0,0
Student1508,0,1,1,1,1,1,1,0,1,0,0,0
Student1509,0,0,0,0,0,0,0,1,1,1,1,0
Student1510,1,1,1,0,0,0,0,0,1,0,0,0
Student1511,0,0,0,0,0,0,0,0,0,0,0,0
Student1512,1,1,1,1,1,0,0,1,1,0,1,0
Student1513,1,1,0,1,0,0,0,0,0,0,0,0
Student1514,0,0,0,0,0,0,0,0,0,0,0,0
Student1515,1,1,1,1,1,1,1,1,1,0,0,1
Student1516,1,1,1,0,1,0,0,1,1,1,1,0
Student1517,1,1,1,0,0,0,0,1,1,1,1,0
Student1518,1,1,0,1,1,1,1,1,1,1,0,0
Student1519,0,0,0,1,0,0,0,0,0,0,0,0
Student1520,1,1,1,1,0,0,0,0,1,0,0,0
Student1521,1,1,0,1,1,1,1,1,1,1,0,0
Student1522,1,0,0,1,1,0,0,0,0,0,0,0
Student1523,1,1,0,0,0,0,0,0,0,0,0,0
Student1524,0,1,0,1,1,0,0,0,0,0,0,0
Student1525,0,0,0,0,0,0,0,0,0,1,0,0
Student1526,0,0,0,1,1,0,1,1,1,1,1,0
Student1527,1,1,1,1,0,0,0,1,0,0,0,0
Student1528,0,1,0,1,0,0,0,0,0,0,0,0
Student1529,1,1,1,1,1,1,1,1,1,1,1,1
Student1530,0,0,0,1,1,1,1,0,0,0,0,0
Student1531,1,1,1,1,1,1,1,1,0,0,0,0
Student1532,1,0,0,1,1,0,0,0,0,0,0,0
Student1533,1,0,0,0,0,0,0,0,1,0,0,1
Student1534,1,1,0,1,1,0,0,0,0,0,0,0
Student1535,0,0,0,0,0,0,0,0,0,0,0,0
Student1536,1,1,1,0,1,0,0,1,1,1,1,0
Student1537,0,0,0,0,0,0,0,0,0,0,0,0
Student1538,0,0,0,1,0,0,0,0,0,0,0,0
Student1539,1,1,1,1,1,1,0,1,1,1,1,0
Student1540,0,0,0,1,0,0,0,0,1,0,0,0
Student1541,1,1,1,1,1,1,1,0,0,0,0,0
Student1542,0,0,0,1,0,0,0,1,1,1,1,1
Student1543,1,0,0,0,0,0,0,0,0,0,0,0
Student1544,1,1,1,1,1,1,1,1,1,1,1,1
Student1545,1,1,0,0,0,0,0,0,0,1,0,0
Student1546,1,1,1,1,1,1,1,1,1,0,0,0
Student1547,1,1,1,1,1,1,1,1,1,1,1,0
Student1548,1,1,1,1,1,0,0,1,1,1,0,1
Student1549,1,0,0,1,0,0,0,1,1,0,0,0
Student1550,1,1,1,1,1,1,1,1,1,1,1,1
Student1551,0,0,0,0,1,0,0,0,0,0,0,0
Student1552,0,0,0,0,0,0,0,1,1,1,1,1
Student1553,1,1,1,1,1,1,1,1,1,1,1,0
Student1554,0,0,0,0,0,0,0,0,0,0,1,1
Student1555,0,0,0,1,0,0,0,0,0,0,0,0
Student1556,1,0,0,0,0,0,0,1,1,1,1,0
Student1557,1,0,0,1,0,0,0,0,0,0,0,0
Student1558,1,1,0,0,0,0,0,1,1,1,1,0
Student1559,1,0,0,1,1,0,0,0,0,0,0,0
Student1560,1,1,1,1,0,0,0,0,0,0,0,0
Student1561,1,1,1,1,1,1,0,1,1,1,1,0
Student1562,1,0,0,1,0,0,0,0,0,0,0,0
Student1563,0,0,0,1,0,0,0,0,0,0,0,0
Student1564,1,1,0,1,1,0,0,0,1,0,0,1
Student1565,1,0,0,0,0,0,0,0,0,0,0,0
Student1566,1,1,1,1,0,0,0,0,0,0,0,0
Student1567,1,1,1,0,1,0,0,1,1,1,1,0
Student1568,1,1,1,0,1,0,0,1,1,1,1,0
Student1569,1,1,1,1,1,0,0,1,0,1,0,0
Student1570,0,0,0,1,1,1,0,1,1,1,1,0
Student1571,1,1,1,1,1,1,1,1,1,1,1,0
Student1572,1,0,0,0,1,0,0,0,0,0,0,0
Student1573,0,0,0,1,0,0,0,1,1,0,0,0
Student1574,1,1,1,1,1,1,1,1,1,1,1,0
Student1575,1,1,1,0,0,0,0,1,1,1,1,0
Student1576,0,0,0,1,0,0,0,0,0,0,0,0
Student1577,0,0,0,1,0,0,0,0,1,0,0,0
Student1578,0,0,0,0,0,0,0,0,0,0,0,0
Student1579,1,1,1,1,1,1,1,1,1,1,1,0
Student1580,1,1,1,1,1,1,0,0,0,1,0,0
Student1581,1,1,1,1,0,0,0,1,1,1,1,1
Student1582,0,0,0,0,0,0,0,0,0,0,0,1
Student1583,0,0,0,0,0,0,0,0,0,0,0,0
Student1584,1,1,1,0,1,0,0,0,0,0,0,0
Student1585,0,0,0,0,0,0,0,1,0,0,0,0
Student1586,1,1,1,1,1,0,0,1,1,1,0,0
Student1587,0,0,0,0,0,0,0,1,0,0,0,0
Student1588,0,0,0,0,0,0,0,1,0,0,0,0
Student1589,1,1,0,1,0,0,0,1,1,1,1,1
Student1590,1,0,0,1,1,1,0,0,0,0,0,0
Student1591,1,1,0,0,1,0,0,1,1,1,1,1
Student1592,1,0,0,0,0,0,0,0,0,0,0,0
Student1593,1,1,0,0,0,0,0,1,1,1,0,0
Student1594,1,1,1,1,1,1,0,1,1,0,0,0
Student1595,1,1,1,1,0,0,0,1,1,1,1,0
Student1596,0,0,0,1,0,0,0,1,0,0,0,0
Student1597,1,1,0,1,0,0,0,1,1,1,0,0
Student1598,1,1,1,1,0,0,0,1,1,1,1,0
Student1599,1,1,0,1,1,0,0,0,0,0,0,0
Student1600,1,1,0,1,0,0,0,0,0,0,0,0
Student1601,1,1,0,1,1,1,1,1,1,1,1,0
Student1602,0,0,0,1,0,0,0,0,0,0,0,0
Student1603,0,0,0,1,1,0,0,1,1,1,1,0
Student1604,1,1,0,1,0,0,0,0,1,0,0,0
Student1605,1,0,0,0,0,0,0,1,1,0,0,0
Student1606,1,0,0,1,1,1,1,1,1,1,1,0
Student1607,1,1,1,1,1,0,0,1,1,1,1,1
Student1608,1,1,1,1,1,1,0,1,1,1,1,0
Student1609,1,0,0,1,0,0,0,1,1,1,1,0
Student1610,1,1,1,1,1,0,0,1,1,1,1,1
Student1611,1,1,1,1,1,1,1,1,1,1,1,1
Student1612,1,1,1,1,1,1,1,0,1,0,0,0
Student1613,1,1,1,1,0,0,0,1,1,1,1,0
Student1614,0,0,0,0,0,0,0,1,1,0,0,0
Student1615,1,0,0,0,0,0,0,1,1,0,0,0
Student1616,0,0,0,0,0,0,0,0,0,0,0,0
Student1617,0,0,0,1,1,0,0,1,0,1,0,1
Student1618,1,1,0,1,0,0,0,0,0,0,0,0
Student1619,0,0,0,1,0,0,0,1,1,0,0,1
Student1620,0,0,0,0,0,0,0,0,1,0,0,0
Student1621,1,0,0,1,0,0,0,0,0,0,0,0
Student1622,1,1,0,1,1,0,0,1,1,1,1,0
Student1623,1,1,0,0,0,0,0,1,0,0,0,0
Student1624,1,1,1,1,1,0,0,0,1,0,0,0
Student1625,1,0,0,1,0,0,0,0,0,0,0,0
Student1626,1,1,1,1,1,1,1,1,1,1,1,0
Student1627,1,1,1,1,1,1,1,0,1,0,0,0
Student1628,1,1,1,1,1,0,0,0,0,0,0,0
Student1629,0,0,0,1,0,0,0,1,1,1,1,0
Student1630,1,0,0,1,0,0,0,0,0,0,0,0
Student1631,0,0,0,0,0,0,0,1,1,1,1,0
Student1632,0,0,0,0,0,0,0,0,0,0,0,1
Student1633,1,1,0,1,1,1,1,1,1,1,1,0
Student1634,1,1,0,1,0,0,0,0,1,0,0,0
Student1635,1,0,0,1,0,0,0,1,1,1,1,0
Student1636,1,0,0,1,0,0,0,0,0,0,0,0
Student1637,1,1,1,1,0,0,0,1,1,1,1,1
Student1638,1,0,0,0,0,0,0,0,0,0,0,0
Student1639,1,1,0,1,1,0,0,1,1,1,1,1
Student1640,1,0,0,0,0,0,0,0,1,0,0,0
Student1641,1,1,0,0,0,0,0,0,0,0,0,0
Student1642,1,1,1,1,1,0,0,1,1,1,1,0
Student1643,0,0,0,1,0,0,0,0,0,0,0,0
Student1644,1,1,0,1,1,0,0,0,0,0,0,0
Student1645,1,1,1,1,1,1,1,1,1,1,1,1
Student1646,1,0,0,0,0,0,0,0,1,0,0,0
Student1647,1,0,0,0,0,0,0,0,1,0,0,1
Student1648,0,0,0,0,0,0,0,1,1,1,0,0
Student1649,1,0,0,1,1,0,0,1,1,1,1,0
Student1650,1,0,0,1,1,0,0,0,0,0,0,0
Student1651,0,0,0,0,0,0,0,0,0,0,0,0
Student1652,1,0,0,0,0,0,0,0,0,0,0,0
Student1653,1,1,0,1,1,1,1,0,1,1,1,0
Student1654,0,0,0,0,1,1,0,1,1,1,1,1
Student1655,1,1,0,1,1,1,0,1,1,1,1,0
Student1656,0,0,0,1,0,0,0,0,0,0,0,0
Student1657,1,1,0,0,0,0,0,0,1,0,0,1
Student1658,1,1,1,1,1,1,0,1,0,0,0,0
Student1659,1,1,1,1,1,1,1,1,1,1,1,0
Student1660,1,1,1,1,1,1,1,1,1,1,1,1
Student1661,1,1,1,0,0,0,0,1,1,0,1,0
Student1662,1,1,1,1,1,1,1,0,1,0,0,1
Student1663,0,0,0,0,0,0,0,1,1,1,1,0
Student1664,1,0,0,1,0,0,0,0,0,0,0,0
Student1665,1,1,1,1,1,1,1,1,0,1,0,0
Student1666,1,1,1,1,1,1,1,0,0,0,0,0
Student1667,0,0,0,1,0,0,0,1,0,0,0,0
Student1668,1,1,1,1,1,0,0,1,1,1,1,0
Student1669,1,0,0,0,0,0,0,1,1,1,0,0
Student1670,0,0,0,0,0,0,0,1,1,1,1,0
Student1671,1,0,0,0,0,0,0,1,1,1,0,0
Student1672,1,1,0,1,1,1,1,0,0,0,0,0
Student1673,1,1,0,0,0,0,0,0,0,0,0,0
Student1674,1,1,0,0,0,0,0,0,1,0,0,0
Student1675,1,1,1,1,1,0,0,0,0,0,0,0
Student1676,0,0,0,0,0,0,0,0,0,1,0,0
Student1677,1,1,1,0,1,1,0,0,1,0,0,0
Student1678,1,0,0,0,0,0,0,1,0,1,0,1
Student1679,1,0,0,1,0,0,0,0,0,0,0,0
Student1680,1,0,0,1,0,0,0,0,0,0,0,0
Student1681,1,0,0,0,0,0,0,0,0,0,0,0
Student1682,1,1,1,1,0,0,0,1,0,0,1,0
Student1683,1,1,1,1,1,1,1,1,1,1,1,0
Student1684,1,1,1,0,1,0,0,1,1,1,1,1
Student1685,1,1,1,1,1,1,1,1,1,1,1,0
Student1686,1,1,1,0,1,0,0,1,1,1,1,0
Student1687,1,1,1,1,1,1,1,1,1,1,1,0
Student1688,1,1,0,1,0,0,0,1,1,0,0,0
Student1689,1,1,1,1,1,0,0,1,1,1,1,0
Student1690,1,1,1,1,1,0,1,1,1,1,1,1
Student1691,0,0,0,0,0,0,0,0,0,0,0,0
Student1692,0,0,0,0,0,0,0,1,1,1,0,0
Student1693,1,1,1,1,1,1,0,0,1,0,0,0
Student1694,1,1,1,1,1,0,0,1,1,1,1,1
Student1695,1,0,0,1,0,0,0,0,0,0,0,0
Student1696,1,1,1,1,1,0,0,0,1,0,0,0
Student1697,0,0,0,0,0,0,0,0,0,0,0,0
Student1698,0,0,0,1,0,0,0,0,1,0,0,0
Student1699,1,0,0,1,0,0,0,1,1,1,1,0
Student1700,1,0,1,0,1,0,0,1,1,1,1,1
Student1701,1,1,0,1,1,1,1,1,1,1,1,0
Student1702,0,0,0,0,0,0,0,0,1,0,0,0
Student1703,0,1,0,1,1,1,0,1,0,0,0,0
Student1704,1,1,1,1,0,0,0,1,1,1,1,0
Student1705,1,1,1,1,1,0,0,1,1,0,0,0
Student1706,1,1,1,1,1,1,1,1,1,1,1,0
Student1707,1,0,0,1,0,0,0,0,0,0,1,0
Student1708,0,0,0,1,1,0,0,1,1,0,0,1
Student1709,1,1,1,1,1,1,1,1,1,1,1,0
Student1710,1,1,1,0,0,0,0,1,1,1,1,0
Student1711,0,0,0,1,0,0,0,0,1,1,0,0
Student1712,1,0,0,0,0,0,0,0,0,0,0,0
Student1713,1,0,0,0,0,0,0,0,0,0,0,0
Student1714,0,0,0,0,0,0,0,1,1,1,1,0
Student1715,1,1,1,1,1,1,1,0,0,0,0,0
Student1716,0,0,0,0,0,0,0,1,0,0,0,0
Student1717,0,0,0,0,1,0,0,1,0,0,0,0
Student1718,1,1,1,1,1,1,1,1,1,1,1,0
Student1719,0,0,0,1,0,0,0,1,1,1,1,0
Student1720,1,1,1,0,1,0,0,1,1,1,1,1
Student1721,0,0,0,1,1,0,0,1,1,1,1,1
Student1722,0,0,0,1,0,0,0,1,1,1,1,0
Student1723,1,0,0,1,0,0,0,0,0,0,0,0
Student1724,1,0,0,1,0,0,0,0,0,0,0,0
Student1725,0,0,0,1,1,1,0,0,0,0,0,1
Student1726,1,1,1,1,1,1,1,0,0,0,0,0
Student1727,0,0,0,1,1,0,1,1,1,1,1,0
Student1728,0,0,0,1,0,0,0,1,1,1,1,0
Student1729,0,0,0,0,0,0,0,1,1,0,1,0
Student1730,1,1,1,0,1,0,0,1,1,1,1,0
Student1731,1,0,0,1,0,0,0,1,1,1,1,1
Student1732,1,1,1,1,1,0,0,1,1,1,1,0
Student1733,1,1,0,1,1,0,0,0,1,0,0,1
Student1734,1,1,0,1,1,0,0,1,1,1,1,0
Student1735,0,0,0,1,0,0,0,0,1,1,0,1
Student1736,1,1,1,1,1,1,1,1,1,1,1,1
Student1737,0,0,0,1,1,0,0,1,1,1,1,0
